date,species,svl (mm),board number,habitat type,air temp (degrees Fahrenheit),relative humidity (percent)
2013-09-09,Plestiodon laticeps,10,48,forest,69.8,0.877
2013-09-09,Anaxyrus fowleri,7,9,disturbed,69.8,0.877
2013-09-09,Plestiodon fasciata,16,43,forest,69.8,0.877
2013-09-09,Anolis carolinensis,8,1,disturbed,69.8,0.877
2013-09-09,Plestiodon fasciata,14,42,forest,69.8,0.877
2013-09-09,Plestiodon fasciata,13,37,forest,69.8,0.877
2013-09-09,Anolis carolinensis,20,37,forest,69.8,0.877
2013-09-16,Sceloporus undulatus,11,7,disturbed,67.9,0.917
2013-09-16,Storeria dekayi,20,8,disturbed,67.9,0.917
2013-09-16,Storeria dekayi,26,5,disturbed,67.9,0.917
2013-09-23,Scincella lateralis,10,34,grass,83.3,0.539
2013-09-23,Tantilla coronata,26,5,disturbed,83.3,0.539
2013-09-23,Sceloporus undulatus,13,12,disturbed,83.3,0.539
2013-09-23,Scincella lateralis,5,4,disturbed,83.3,0.539
2013-09-23,Plestiodon fasciata,6,46,forest,83.3,0.539
2013-09-23,Sceloporus undulatus,15,42,forest,83.3,0.539
2013-09-30,Storeria occipitomaculata,23,27,grass,77.1,0.568
2013-09-30,Anaxyrus fowleri,4,19,stream,77.1,0.568
2013-09-30,Anaxyrus fowleri,7,4,disturbed,77.1,0.568
2013-10-07,Anolis carolinensis,11,3,disturbed,60.0,0.722
2013-10-07,Sceloporus undulatus,17,5,disturbed,60.0,0.722
2013-10-07,Pantherophis spiloides,136,7,disturbed,60.0,0.722
2013-10-07,Scincella lateralis,5,45,forest,60.0,0.722
2013-10-07,Sceloporus undulatus,12,11,disturbed,60.0,0.722
2013-10-21,Sceloporus undulatus,13,2,disturbed,66.3,0.423
2013-10-21,Storeria occipitomaculata,24,10,disturbed,66.3,0.423
2013-10-28,Scincella lateralis,4,37,forest,57.7,0.696
2013-10-28,Sceloporus undulatus,20,6,disturbed,57.7,0.696
2013-10-28,Scincella lateralis,9,47,forest,57.7,0.696
2013-11-04,Scincella lateralis,7,6,disturbed,46.6,0.422
2013-11-11,Eurycea cirrigera,4,24,stream,56.2,0.75
2013-11-11,Plestiodon laticeps,18,8,disturbed,56.2,0.75
2013-11-11,Anaxyrus fowleri,4,15,stream,56.2,0.75
2013-11-11,Sceloporus undulatus,10,11,disturbed,56.2,0.75
2013-11-11,Anolis carolinensis,12,1,disturbed,56.2,0.75
2013-11-11,Anolis carolinensis,18,43,forest,56.2,0.75
2013-11-18,Plethodon glutinosus,18,43,forest,52.4,0.99
2013-11-18,Scincella lateralis,6,39,forest,52.4,0.99
2013-11-18,Plethodon glutinosus,16,42,forest,52.4,0.99
2013-12-02,Anolis carolinensis,13,30,grass,55.4,0.36
2013-12-02,Eurycea cirrigera,7,18,stream,55.4,0.36
2013-12-09,Eurycea cirrigera,4,24,stream,38.2,0.926
2013-12-09,Plethodon glutinosus,17,8,disturbed,38.2,0.926
2013-12-09,Scincella lateralis,3,18,stream,38.2,0.926
2013-12-16,Eurycea cirrigera,6,21,stream,47.5,0.506
2013-12-16,Anolis carolinensis,9,4,disturbed,47.5,0.506
2013-12-23,Plethodon glutinosus,15,15,stream,53.7,0.691
2013-12-30,Plethodon glutinosus,14,1,disturbed,46.9,0.841
2013-12-30,Eurycea cirrigera,5,23,stream,46.9,0.841
2013-12-30,Scincella lateralis,4,46,forest,46.9,0.841
2013-12-30,Anolis carolinensis,9,7,disturbed,46.9,0.841
2013-12-30,Anolis carolinensis,16,2,disturbed,46.9,0.841
2014-01-06,Plethodon glutinosus,10,3,disturbed,46.9,0.288
2014-01-13,Plethodon glutinosus,12,14,stream,41.9,0.959
2014-01-20,Eurycea cirrigera,4,13,stream,51.6,0.909
2014-01-20,Plethodon glutinosus,13,42,forest,51.6,0.909
2014-01-20,Eurycea cirrigera,4,24,stream,51.6,0.909
2014-01-27,Plethodon glutinosus,16,8,disturbed,54.0,0.368
2014-02-03,Eurycea cirrigera,8,21,stream,44.3,0.33
2014-02-10,Plethodon glutinosus,11,8,disturbed,59.0,0.319
2014-02-10,Eurycea cirrigera,6,18,stream,59.0,0.319
2014-02-10,Tantilla coronata,23,4,disturbed,59.0,0.319
2014-02-17,Plestiodon fasciata,11,41,forest,39.9,0.7
2014-02-17,Eurycea cirrigera,9,19,stream,39.9,0.7
2014-02-24,Eurycea cirrigera,6,48,forest,43.0,0.652
2014-03-03,Tantilla coronata,18,48,forest,56.9,0.45
2014-03-10,Storeria occipitomaculata,25,43,forest,47.3,0.701
2014-03-10,Scincella lateralis,9,37,forest,47.3,0.701
2014-03-10,Sceloporus undulatus,14,3,disturbed,47.3,0.701
2014-03-10,Plestiodon fasciata,15,39,forest,47.3,0.701
2014-03-10,Pantherophis spiloides,201,5,disturbed,47.3,0.701
2014-03-10,Scincella lateralis,14,46,forest,47.3,0.701
2014-03-17,Plethodon glutinosus,15,11,disturbed,45.0,0.98
2014-03-17,Plestiodon fasciata,7,37,forest,45.0,0.98
2014-03-17,Pantherophis spiloides,62,2,disturbed,45.0,0.98
2014-03-24,Sceloporus undulatus,10,8,disturbed,57.7,0.737
2014-03-24,Scincella lateralis,7,46,forest,57.7,0.737
2014-03-24,Storeria dekayi,22,9,disturbed,57.7,0.737
2014-03-31,Anolis carolinensis,22,8,disturbed,63.0,0.564
2014-03-31,Scincella lateralis,8,44,forest,63.0,0.564
2014-03-31,Plethodon glutinosus,19,8,disturbed,63.0,0.564
2014-03-31,Eurycea cirrigera,9,15,stream,63.0,0.564
2014-04-07,Anaxyrus fowleri,3,4,disturbed,65.6,0.87
2014-04-07,Sceloporus undulatus,20,9,disturbed,65.6,0.87
2014-04-07,Scincella lateralis,4,44,forest,65.6,0.87
2014-04-21,Scincella lateralis,8,17,stream,54.3,0.864
2014-04-21,Plestiodon laticeps,11,8,disturbed,54.3,0.864
2014-04-28,Plestiodon fasciata,11,7,disturbed,54.3,0.306
2014-05-05,Anolis carolinensis,9,3,disturbed,72.7,0.237
2014-05-05,Scincella lateralis,4,48,forest,72.7,0.237
2014-05-05,Scincella lateralis,3,25,grass,72.7,0.237
2014-05-12,Scincella lateralis,5,8,disturbed,62.2,0.76
2014-05-12,Sceloporus undulatus,18,11,disturbed,62.2,0.76
2014-05-19,Plestiodon laticeps,21,41,forest,69.9,0.301
2014-05-19,Coluber constrictor,52,35,grass,69.9,0.301
2014-05-19,Storeria occipitomaculata,36,34,grass,69.9,0.301
2014-05-26,Sceloporus undulatus,14,3,disturbed,60.9,0.388
2014-05-26,Plestiodon fasciata,11,38,forest,60.9,0.388
2014-05-26,Anolis carolinensis,16,2,disturbed,60.9,0.388
2014-05-26,Sceloporus undulatus,17,3,disturbed,60.9,0.388
2014-05-26,Sceloporus undulatus,13,7,disturbed,60.9,0.388
2014-05-26,Plestiodon fasciata,14,9,disturbed,60.9,0.388
2014-05-26,Scincella lateralis,10,41,forest,60.9,0.388
2014-06-02,Scincella lateralis,6,4,disturbed,83.3,0.29
2014-06-09,Plestiodon laticeps,13,4,disturbed,67.4,0.821
2014-06-16,Sceloporus undulatus,19,5,disturbed,78.3,0.729
2014-06-16,Scincella lateralis,4,30,grass,78.3,0.729
2014-06-16,Anolis carolinensis,9,6,disturbed,78.3,0.729
2014-06-16,Plestiodon fasciata,7,2,disturbed,78.3,0.729
2014-06-16,Anolis carolinensis,17,9,disturbed,78.3,0.729
2014-06-16,Scincella lateralis,11,42,forest,78.3,0.729
2014-06-23,Scincella lateralis,5,46,forest,67.1,0.54
2014-06-23,Storeria dekayi,25,39,forest,67.1,0.54
2014-06-23,Scincella lateralis,4,46,forest,67.1,0.54
2014-06-23,Anolis carolinensis,19,16,stream,67.1,0.54
2014-06-30,Sceloporus undulatus,13,9,disturbed,74.9,0.436
2014-06-30,Plestiodon fasciata,8,8,disturbed,74.9,0.436
2014-07-07,Scincella lateralis,6,41,forest,81.6,0.303
2014-07-14,Pantherophis spiloides,92,46,forest,85.3,0.399
2014-07-14,Sceloporus undulatus,14,3,disturbed,85.3,0.399
2014-07-14,Gastrophyne carolinensis,1,33,grass,85.3,0.399
2014-07-14,Scincella lateralis,12,13,stream,85.3,0.399
2014-07-21,Scincella lateralis,11,23,stream,89.4,0.597
2014-07-21,Scincella lateralis,6,47,forest,89.4,0.597
2014-07-28,Plestiodon fasciata,13,2,disturbed,80.5,0.758
2014-07-28,Scincella lateralis,5,48,forest,80.5,0.758
2014-07-28,Scincella lateralis,15,15,stream,80.5,0.758
2014-08-04,Sceloporus undulatus,12,4,disturbed,73.4,0.675
2014-08-04,Plestiodon fasciata,8,12,disturbed,73.4,0.675
2014-08-11,Anolis carolinensis,15,42,forest,70.8,0.411
2014-08-11,Anolis carolinensis,10,19,stream,70.8,0.411
2014-08-18,Sceloporus undulatus,18,40,forest,71.4,0.742
2014-08-18,Plestiodon fasciata,15,43,forest,71.4,0.742
2014-08-18,Anaxyrus fowleri,5,7,disturbed,71.4,0.742
2014-08-18,Pantherophis spiloides,111,44,forest,71.4,0.742
2014-08-18,Sceloporus undulatus,16,45,forest,71.4,0.742
2014-08-25,Sceloporus undulatus,10,6,disturbed,82.7,0.811
2014-08-25,Plestiodon fasciata,17,48,forest,82.7,0.811
2014-09-01,Storeria occipitomaculata,29,25,grass,69.6,0.292
2014-09-01,Scincella lateralis,5,4,disturbed,69.6,0.292
2014-09-01,Scincella lateralis,14,40,forest,69.6,0.292
2014-09-08,Sceloporus undulatus,10,6,disturbed,83.2,0.49
2014-09-08,Anolis carolinensis,9,7,disturbed,83.2,0.49
2014-09-08,Plestiodon fasciata,11,42,forest,83.2,0.49
2014-09-15,Pantherophis spiloides,132,39,forest,73.9,0.484
2014-09-15,Storeria dekayi,37,26,grass,73.9,0.484
2014-09-15,Anolis carolinensis,19,12,disturbed,73.9,0.484
2014-09-15,Sceloporus undulatus,18,10,disturbed,73.9,0.484
2014-09-15,Sceloporus undulatus,18,8,disturbed,73.9,0.484
2014-09-15,Scincella lateralis,12,47,forest,73.9,0.484
2014-09-22,Coluber constrictor,125,36,grass,74.3,0.571
2014-09-22,Plestiodon fasciata,8,4,disturbed,74.3,0.571
2014-09-22,Plestiodon laticeps,24,2,disturbed,74.3,0.571
2014-09-22,Scincella lateralis,4,14,stream,74.3,0.571
2014-09-22,Storeria dekayi,16,6,disturbed,74.3,0.571
2014-09-22,Sceloporus undulatus,12,6,disturbed,74.3,0.571
2014-09-22,Scincella lateralis,14,46,forest,74.3,0.571
2014-09-29,Anolis carolinensis,9,45,forest,66.5,0.413
2014-09-29,Plestiodon fasciata,16,47,forest,66.5,0.413
2014-09-29,Scincella lateralis,7,15,stream,66.5,0.413
2014-10-06,Eurycea cirrigera,6,17,stream,69.9,0.473
2014-10-06,Anolis carolinensis,11,8,disturbed,69.9,0.473
2014-10-13,Anolis carolinensis,13,40,forest,57.4,0.429
2014-10-20,Anolis carolinensis,21,25,grass,61.8,0.793
2014-10-20,Pantherophis spiloides,231,19,stream,61.8,0.793
2014-10-20,Anolis carolinensis,12,22,stream,61.8,0.793
2014-10-20,Scincella lateralis,5,39,forest,61.8,0.793
2014-10-20,Tantilla coronata,19,45,forest,61.8,0.793
2014-10-20,Scincella lateralis,12,37,forest,61.8,0.793
2014-10-27,Coluber constrictor,98,32,grass,69.3,0.21
2014-11-03,Anolis carolinensis,12,9,disturbed,46.9,0.761
2014-11-03,Eurycea cirrigera,5,20,stream,46.9,0.761
2014-11-10,Eurycea cirrigera,8,18,stream,51.8,0.693
2014-11-10,Eurycea cirrigera,11,20,stream,51.8,0.693
2014-11-10,Plestiodon laticeps,10,4,disturbed,51.8,0.693
2014-11-17,Anolis carolinensis,19,8,disturbed,48.3,0.49
2014-11-17,Plethodon glutinosus,11,39,forest,48.3,0.49
2014-12-01,Scincella lateralis,6,38,forest,45.1,0.486
2014-12-01,Scincella lateralis,3,41,forest,45.1,0.486
2014-12-01,Plethodon glutinosus,18,8,disturbed,45.1,0.486
2014-12-08,Anolis carolinensis,20,4,disturbed,47.4,0.264
2014-12-15,Eurycea cirrigera,9,18,stream,54.1,0.855
2014-12-15,Eurycea cirrigera,8,16,stream,54.1,0.855
2014-12-15,Plethodon glutinosus,20,3,disturbed,54.1,0.855
2014-12-15,Anolis carolinensis,11,43,forest,54.1,0.855
2014-12-15,Eurycea cirrigera,4,21,stream,54.1,0.855
2014-12-15,Plethodon glutinosus,16,1,disturbed,54.1,0.855
2014-12-22,Plethodon glutinosus,18,5,disturbed,55.5,0.33
2014-12-29,Anolis carolinensis,16,5,disturbed,52.0,0.678
2014-12-29,Plethodon glutinosus,17,7,disturbed,52.0,0.678
2014-12-29,Scincella lateralis,5,47,forest,52.0,0.678
2014-12-29,Eurycea cirrigera,4,22,stream,52.0,0.678
2014-12-29,Scincella lateralis,11,14,stream,52.0,0.678
2014-12-29,Eurycea cirrigera,5,13,stream,52.0,0.678
2015-01-05,Eurycea cirrigera,8,19,stream,50.9,0.664
2015-01-12,Plethodon glutinosus,19,6,disturbed,39.6,0.838
2015-01-12,Eurycea cirrigera,6,22,stream,39.6,0.838
2015-01-19,Eurycea cirrigera,10,14,stream,40.7,0.782
2015-01-19,Anolis carolinensis,18,6,disturbed,40.7,0.782
2015-01-19,Plethodon glutinosus,15,17,stream,40.7,0.782
2015-01-26,Eurycea cirrigera,5,14,stream,38.8,0.273
2015-02-02,Eurycea cirrigera,5,18,stream,43.7,0.201
2015-02-09,Plethodon glutinosus,13,11,disturbed,39.5,0.547
2015-02-09,Eurycea cirrigera,7,20,stream,39.5,0.547
2015-02-09,Eurycea cirrigera,4,18,stream,39.5,0.547
2015-02-09,Plestiodon fasciata,9,7,disturbed,39.5,0.547
2015-02-09,Plethodon glutinosus,11,47,forest,39.5,0.547
2015-02-16,Sceloporus undulatus,14,5,disturbed,38.3,0.709
2015-02-23,Plestiodon fasciata,9,11,disturbed,50.2,0.649
2015-02-23,Plethodon glutinosus,15,4,disturbed,50.2,0.649
2015-02-23,Sceloporus undulatus,16,4,disturbed,50.2,0.649
2015-02-23,Anolis carolinensis,15,2,disturbed,50.2,0.649
2015-03-02,Storeria dekayi,31,4,disturbed,67.2,0.981
2015-03-09,Tantilla coronata,16,6,disturbed,64.9,0.828
2015-03-09,Sceloporus undulatus,10,44,forest,64.9,0.828
2015-03-09,Scincella lateralis,10,7,disturbed,64.9,0.828
2015-03-09,Plestiodon fasciata,11,43,forest,64.9,0.828
2015-03-09,Eurycea cirrigera,8,24,stream,64.9,0.828
2015-03-09,Sceloporus undulatus,17,8,disturbed,64.9,0.828
2015-03-09,Plestiodon fasciata,11,40,forest,64.9,0.828
2015-03-16,Eurycea cirrigera,6,14,stream,51.3,0.782
2015-03-23,Eurycea cirrigera,7,17,stream,60.1,0.779
2015-03-23,Anolis carolinensis,13,39,forest,60.1,0.779
2015-04-06,Sceloporus undulatus,10,6,disturbed,52.2,0.494
2015-04-06,Plestiodon fasciata,12,11,disturbed,52.2,0.494
2015-04-13,Scincella lateralis,15,22,stream,53.1,0.481
2015-04-13,Pantherophis spiloides,133,30,grass,53.1,0.481
2015-04-13,Plestiodon fasciata,8,48,forest,53.1,0.481
2015-04-13,Plestiodon fasciata,12,37,forest,53.1,0.481
2015-04-20,Coluber constrictor,69,32,grass,61.0,0.881
2015-04-20,Plestiodon laticeps,14,41,forest,61.0,0.881
2015-04-20,Scincella lateralis,7,45,forest,61.0,0.881
2015-04-20,Plestiodon fasciata,10,42,forest,61.0,0.881
2015-04-27,Coluber constrictor,108,31,grass,58.8,0.928
2015-04-27,Plestiodon fasciata,15,39,forest,58.8,0.928
2015-04-27,Tantilla coronata,15,5,disturbed,58.8,0.928
2015-04-27,Scincella lateralis,14,8,disturbed,58.8,0.928
2015-04-27,Pantherophis spiloides,172,44,forest,58.8,0.928
2015-04-27,Plestiodon laticeps,13,44,forest,58.8,0.928
2015-05-04,Anolis carolinensis,7,12,disturbed,81.4,0.448
2015-05-04,Plestiodon fasciata,14,38,forest,81.4,0.448
2015-05-04,Scincella lateralis,7,37,forest,81.4,0.448
2015-05-04,Sceloporus undulatus,14,9,disturbed,81.4,0.448
2015-05-11,Sceloporus undulatus,14,11,disturbed,81.1,0.858
2015-05-11,Plestiodon fasciata,9,45,forest,81.1,0.858
2015-05-11,Plestiodon fasciata,14,41,forest,81.1,0.858
2015-05-11,Anolis carolinensis,11,9,disturbed,81.1,0.858
2015-05-11,Anaxyrus fowleri,5,48,forest,81.1,0.858
2015-05-18,Scincella lateralis,7,12,disturbed,60.9,0.464
2015-05-18,Coluber constrictor,88,28,grass,60.9,0.464
2015-05-18,Plestiodon fasciata,16,9,disturbed,60.9,0.464
2015-05-18,Plestiodon fasciata,12,8,disturbed,60.9,0.464
2015-05-18,Anaxyrus fowleri,6,20,stream,60.9,0.464
2015-05-18,Plestiodon laticeps,23,42,forest,60.9,0.464
2015-05-25,Scincella lateralis,7,24,stream,76.9,0.594
2015-05-25,Plestiodon fasciata,17,2,disturbed,76.9,0.594
2015-05-25,Sceloporus undulatus,18,12,disturbed,76.9,0.594
2015-05-25,Anolis carolinensis,9,7,disturbed,76.9,0.594
2015-05-25,Plestiodon fasciata,13,39,forest,76.9,0.594
2015-06-01,Sceloporus undulatus,15,10,disturbed,82.0,0.767
2015-06-01,Anolis carolinensis,16,7,disturbed,82.0,0.767
2015-06-01,Scincella lateralis,9,13,stream,82.0,0.767
2015-06-01,Sceloporus undulatus,13,4,disturbed,82.0,0.767
2015-06-01,Plestiodon laticeps,18,39,forest,82.0,0.767
2015-06-08,Sceloporus undulatus,11,6,disturbed,79.5,0.665
2015-06-08,Scincella lateralis,3,42,forest,79.5,0.665
2015-06-08,Scincella lateralis,9,48,forest,79.5,0.665
2015-06-08,Anaxyrus fowleri,7,21,stream,79.5,0.665
2015-06-15,Anolis carolinensis,9,46,forest,72.9,0.554
2015-06-15,Sceloporus undulatus,17,4,disturbed,72.9,0.554
2015-06-15,Pantherophis spiloides,88,47,forest,72.9,0.554
2015-06-22,Plestiodon fasciata,16,8,disturbed,85.1,0.794
2015-06-29,Scincella lateralis,4,6,disturbed,86.4,0.675
2015-06-29,Scincella lateralis,6,47,forest,86.4,0.675
2015-06-29,Storeria dekayi,23,10,disturbed,86.4,0.675
2015-06-29,Anaxyrus fowleri,7,23,stream,86.4,0.675
2015-06-29,Anolis carolinensis,19,44,forest,86.4,0.675
2015-06-29,Plestiodon laticeps,22,48,forest,86.4,0.675
2015-07-06,Sceloporus undulatus,13,4,disturbed,74.7,0.571
2015-07-06,Anolis carolinensis,13,40,forest,74.7,0.571
2015-07-06,Plestiodon fasciata,8,47,forest,74.7,0.571
2015-07-20,Scincella lateralis,5,5,disturbed,81.0,0.719
2015-07-27,Scincella lateralis,6,43,forest,82.9,0.315
2015-07-27,Anolis carolinensis,17,8,disturbed,82.9,0.315
2015-07-27,Sceloporus undulatus,16,47,forest,82.9,0.315
2015-07-27,Pantherophis spiloides,90,30,grass,82.9,0.315
2015-07-27,Pantherophis spiloides,152,31,grass,82.9,0.315
2015-08-03,Plestiodon fasciata,11,45,forest,88.5,0.965
2015-08-03,Scincella lateralis,12,17,stream,88.5,0.965
2015-08-03,Agkistrodon piscivorus,83,21,stream,88.5,0.965
2015-08-03,Scincella lateralis,6,39,forest,88.5,0.965
2015-08-10,Gastrophyne carolinensis,2,41,forest,78.2,0.522
2015-08-10,Anolis carolinensis,7,37,forest,78.2,0.522
2015-08-10,Sceloporus undulatus,13,2,disturbed,78.2,0.522
2015-08-10,Plestiodon fasciata,10,43,forest,78.2,0.522
2015-08-10,Anaxyrus fowleri,4,20,stream,78.2,0.522
2015-08-17,Anolis carolinensis,13,4,disturbed,79.6,0.479
2015-08-17,Anolis carolinensis,7,2,disturbed,79.6,0.479
2015-08-24,Anolis carolinensis,21,21,stream,70.8,0.285
2015-08-24,Gastrophyne carolinensis,2,44,forest,70.8,0.285
2015-08-24,Plestiodon fasciata,9,44,forest,70.8,0.285
2015-08-24,Scincella lateralis,3,44,forest,70.8,0.285
2015-08-24,Anolis carolinensis,8,13,stream,70.8,0.285
2015-08-31,Anolis carolinensis,16,38,forest,74.8,0.977
2015-08-31,Sceloporus undulatus,13,6,disturbed,74.8,0.977
2015-08-31,Anolis carolinensis,14,10,disturbed,74.8,0.977
2015-08-31,Agkistrodon piscivorus,119,24,stream,74.8,0.977
2015-09-07,Scincella lateralis,4,37,forest,80.1,0.312
2015-09-07,Sceloporus undulatus,12,7,disturbed,80.1,0.312
2015-09-14,Scincella lateralis,11,22,stream,65.2,0.957
2015-09-14,Anolis carolinensis,9,2,disturbed,65.2,0.957
2015-09-21,Storeria occipitomaculata,26,37,forest,80.9,0.498
2015-09-28,Anolis carolinensis,15,1,disturbed,68.5,0.934
2015-09-28,Scincella lateralis,4,4,disturbed,68.5,0.934
2015-09-28,Anolis carolinensis,8,4,disturbed,68.5,0.934
2015-09-28,Agkistrodon piscivorus,111,16,stream,68.5,0.934
2015-09-28,Anolis carolinensis,16,3,disturbed,68.5,0.934
2015-10-05,Storeria dekayi,32,12,disturbed,61.4,0.921
2015-10-05,Coluber constrictor,58,32,grass,61.4,0.921
2015-10-12,Anolis carolinensis,16,7,disturbed,61.9,0.906
2015-10-19,Storeria occipitomaculata,27,30,grass,68.7,0.643
2015-10-19,Plestiodon fasciata,12,44,forest,68.7,0.643
2015-10-19,Anaxyrus fowleri,5,21,stream,68.7,0.643
2015-10-19,Scincella lateralis,7,37,forest,68.7,0.643
2015-10-26,Scincella lateralis,6,47,forest,62.4,0.885
2015-10-26,Plethodon glutinosus,11,6,disturbed,62.4,0.885
2015-10-26,Pantherophis spiloides,91,29,grass,62.4,0.885
2015-10-26,Scincella lateralis,7,16,stream,62.4,0.885
2015-10-26,Anolis carolinensis,7,4,disturbed,62.4,0.885
2015-11-02,Eurycea cirrigera,3,22,stream,58.7,0.218
2015-11-02,Eurycea cirrigera,3,23,stream,58.7,0.218
2015-11-02,Plethodon glutinosus,16,24,stream,58.7,0.218
2015-11-02,Eurycea cirrigera,5,14,stream,58.7,0.218
2015-11-09,Eurycea cirrigera,6,23,stream,58.5,0.966
2015-11-09,Scincella lateralis,9,19,stream,58.5,0.966
2015-11-16,Plestiodon laticeps,16,39,forest,57.0,0.903
2015-11-16,Anolis carolinensis,16,42,forest,57.0,0.903
2015-11-16,Anolis carolinensis,22,42,forest,57.0,0.903
2015-11-23,Scincella lateralis,6,43,forest,45.7,0.433
2015-12-07,Anolis carolinensis,12,10,disturbed,41.4,0.457
2015-12-07,Scincella lateralis,6,47,forest,41.4,0.457
2015-12-14,Eurycea cirrigera,4,14,stream,39.1,0.842
2015-12-21,Eurycea cirrigera,10,23,stream,50.7,0.561
2015-12-21,Plethodon glutinosus,16,5,disturbed,50.7,0.561
2015-12-21,Eurycea cirrigera,7,43,forest,50.7,0.561
2015-12-21,Anolis carolinensis,17,24,stream,50.7,0.561
2015-12-28,Plethodon glutinosus,11,8,disturbed,46.4,0.955
2015-12-28,Eurycea cirrigera,4,17,stream,46.4,0.955
2016-01-04,Plethodon glutinosus,13,6,disturbed,40.9,0.848
2016-01-04,Plethodon glutinosus,13,37,forest,40.9,0.848
2016-01-11,Plethodon glutinosus,15,11,disturbed,52.2,0.315
2016-01-11,Plethodon glutinosus,20,47,forest,52.2,0.315
2016-01-11,Eurycea cirrigera,5,18,stream,52.2,0.315
2016-01-18,Eurycea cirrigera,4,22,stream,45.9,0.627
2016-01-18,Plethodon glutinosus,20,48,forest,45.9,0.627
2016-01-25,Anolis carolinensis,17,2,disturbed,47.8,0.751
2016-01-25,Plethodon glutinosus,15,3,disturbed,47.8,0.751
2016-02-01,Plethodon glutinosus,19,43,forest,39.0,0.224
2016-02-01,Plethodon glutinosus,17,5,disturbed,39.0,0.224
2016-02-08,Plethodon glutinosus,19,8,disturbed,58.0,0.949
2016-02-08,Plethodon glutinosus,14,11,disturbed,58.0,0.949
2016-02-08,Plestiodon laticeps,12,40,forest,58.0,0.949
2016-02-08,Eurycea cirrigera,4,22,stream,58.0,0.949
2016-02-08,Anolis carolinensis,10,7,disturbed,58.0,0.949
2016-02-08,Eurycea cirrigera,5,24,stream,58.0,0.949
2016-02-08,Plethodon glutinosus,14,17,stream,58.0,0.949
2016-02-15,Eurycea cirrigera,9,21,stream,48.4,0.518
2016-02-15,Plestiodon fasciata,16,10,disturbed,48.4,0.518
2016-02-15,Plethodon glutinosus,20,7,disturbed,48.4,0.518
2016-02-15,Anolis carolinensis,10,33,grass,48.4,0.518
2016-02-22,Plestiodon fasciata,8,45,forest,41.4,0.206
2016-02-22,Eurycea cirrigera,4,21,stream,41.4,0.206
2016-02-29,Anolis carolinensis,17,42,forest,45.8,0.939
2016-02-29,Eurycea cirrigera,5,17,stream,45.8,0.939
2016-02-29,Plethodon glutinosus,11,9,disturbed,45.8,0.939
2016-02-29,Eurycea cirrigera,5,16,stream,45.8,0.939
2016-03-07,Eurycea cirrigera,9,19,stream,67.9,0.835
2016-03-07,Eurycea cirrigera,3,38,forest,67.9,0.835
2016-03-07,Anolis carolinensis,14,42,forest,67.9,0.835
2016-03-14,Plestiodon fasciata,11,38,forest,50.9,0.676
2016-03-14,Eurycea cirrigera,4,18,stream,50.9,0.676
2016-03-14,Storeria dekayi,41,41,forest,50.9,0.676
2016-03-14,Anolis carolinensis,17,12,disturbed,50.9,0.676
2016-03-14,Plestiodon fasciata,8,42,forest,50.9,0.676
2016-03-14,Sceloporus undulatus,17,43,forest,50.9,0.676
2016-03-21,Anolis carolinensis,7,5,disturbed,54.8,0.313
2016-03-21,Scincella lateralis,14,42,forest,54.8,0.313
2016-03-21,Plestiodon fasciata,11,12,disturbed,54.8,0.313
2016-03-21,Agkistrodon piscivorus,70,13,stream,54.8,0.313
2016-03-28,Plestiodon fasciata,10,46,forest,65.2,0.862
2016-03-28,Sceloporus undulatus,18,1,disturbed,65.2,0.862
2016-03-28,Anolis carolinensis,12,48,forest,65.2,0.862
2016-03-28,Sceloporus undulatus,13,11,disturbed,65.2,0.862
2016-04-04,Plestiodon fasciata,9,4,disturbed,57.4,0.442
2016-04-04,Tantilla coronata,24,47,forest,57.4,0.442
2016-04-11,Scincella lateralis,6,4,disturbed,75.0,0.894
2016-04-11,Plestiodon laticeps,10,39,forest,75.0,0.894
2016-04-11,Anolis carolinensis,12,8,disturbed,75.0,0.894
2016-04-18,Scincella lateralis,9,44,forest,71.2,0.685
2016-04-18,Plestiodon fasciata,14,40,forest,71.2,0.685
2016-04-18,Anolis carolinensis,20,11,disturbed,71.2,0.685
2016-04-25,Pantherophis spiloides,142,5,disturbed,65.2,0.772
2016-04-25,Sceloporus undulatus,19,7,disturbed,65.2,0.772
2016-04-25,Storeria dekayi,21,38,forest,65.2,0.772
2016-04-25,Plestiodon fasciata,8,45,forest,65.2,0.772
2016-05-02,Tantilla coronata,17,2,disturbed,62.8,0.201
2016-05-09,Anolis carolinensis,16,7,disturbed,76.3,0.556
2016-05-09,Tantilla coronata,17,10,disturbed,76.3,0.556
2016-05-09,Anolis carolinensis,8,44,forest,76.3,0.556
2016-05-09,Scincella lateralis,9,43,forest,76.3,0.556
2016-05-16,Anolis carolinensis,19,7,disturbed,73.3,0.626
2016-05-16,Sceloporus undulatus,13,38,forest,73.3,0.626
2016-05-16,Anolis carolinensis,7,46,forest,73.3,0.626
2016-05-23,Plestiodon laticeps,17,7,disturbed,69.5,0.576
2016-05-23,Scincella lateralis,5,36,grass,69.5,0.576
2016-05-23,Sceloporus undulatus,16,10,disturbed,69.5,0.576
2016-05-23,Anolis carolinensis,10,17,stream,69.5,0.576
2016-05-30,Anolis carolinensis,7,35,grass,71.3,0.805
2016-05-30,Anolis carolinensis,6,11,disturbed,71.3,0.805
2016-05-30,Anolis carolinensis,11,36,grass,71.3,0.805
